Site,Date,BlockNo,PlotNo,SubplotNo,SubplotX,SubplotY,VicSat,GerDis,TriLobed,ClaPer,Bare,Step,GalPar,Medicago,FuzzyGreen,CerGlo,,,,,,,,,,,,,,,,,,,,,,
,,,,2,2,7,4,,3,3,,,2,,2,,,3,,,2,,,,,,,,,,,1,,,,,,
,,,,3,3,7,3,,2,2,,,3,,2,1,,,,1,2,,,,,,,,,,,,,,,,,
,,,,4,4,7,3,,3,2,,,3,,5,2,,,,,3,,,,,,,,,,1,1,,,,,,
,,,,5,5,7,3,,2,2,,,2,,5,1,,,2,,1,,,,1,,,,,,,1,,,,,,
,,,,6,6,7,3,,2,1,,,2,,5,1,,,2,,,,,,,,,,1,,,,,,,,,
,,,,7,7,7,3,,2,4,,,,,3,1,,,2,2,,,,2,,,1,,,,,,,,,,,
,,,,8,8,7,3,,3,4,,,,,2,2,,,2,3,,,,,,,1,,,,,,,,,,,
,,,,9,1,8,3,,4,2,,,4,,,2,,1,,,1,,,,,,,,1,,,,,,,,,
,,,,10,2,8,3,,3,1,,,3,,2,,,,,2,2,,,,,,2,,2,,,,,,,,,
,,,,11,3,8,3,,3,1,,,3,,2,2,,,2,2,,,,,,,1,,1,,,,,,,,,
,,,,12,4,8,3,,3,2,,,3,,3,1,,,1,2,,,,,,,,,1,,,,,,,,,
,,,,13,5,8,3,,3,3,,,3,,3,1,,,,2,,,,2,,,,,1,,,,,,,,,
,,,,14,6,8,4,,3,3,,,3,,4,2,,,1,2,,,,,1,,,,1,,,,,,,,,
,,,,15,7,8,3,,2,4,,,,,3,1,3,,,,2,,,2,,,2,,,,,,,,,,,
,,,,16,8,8,4,,3,3,,,,,3,,,,3,,3,,,2,1,,,,,,,,2,,,,,
Site,Date,BlockNo,PlotNo,SubplotNo,SubplotX,SubplotY,BroHor,BroDia,TaeCap,AirCar,BriMin,AveBar,VulMyu,HypGla,GalPar,ClaPur,Torilis,TriHir,VicSat,Lotus Sp,EupSpa,WhiteFlower,CarPac,PetDub,AnaArv,Filago,Rock,Sherardia,CynEch,TriHya,YellowFlower,LoLMul,Bare,Gopher,WhiteLily,Linanthus Sp.,Navarretia,
SFREC,5/10/2017,4,2,1,1,1,4,4,2,3,1,2,2,6,1,,,,,,,,,2,,,,,,2,,,2,2,2,,,
,,,,2,2,1,4,2,,1,,3,,5,2,,,,2,,,,,,,,,,2,,,,,,,,,
,,,,3,3,1,3,2,,2,,2,,4,,,,2,,,,,,,,,,,1,,,,,,4,1,,
,,,,4,4,1,4,4,,2,,1,,4,2,,,,,,,,,,,,,,,,,,,,2,1,,
,,,,5,5,1,3,3,,2,,,,6,2,,,2,,,,,,,,2,,,,,,,,,,,,
,,,,6,6,1,2,3,,2,,,,5,2,,,2,,,,,,,,,,,,,,,,,2,1,,
,,,,7,7,1,2,,,2,,,,5,2,,,1,,,,,,,,,,,,,,,,,,1,,
,,,,8,8,1,1,,,2,,,,6,1,,,,1,,,,,,,,,,,,,,,,,1,,
,,,,9,1,2,4,4,,1,1,2,2,6,1,,,,,,,,,2,,,,,,,,,,,3,,,
,,,,10,2,2,4,2,1,3,,2,,6,2,,,,,,,,,,,,,,,2,,,2,2,,,,
,,,,11,3,2,3,2,,2,,,,5,2,,,2,,,,,,,,,,,,,,,3,3,3,,,
,,,,12,4,2,3,3,,2,,2,,5,3,,,2,,,,,,,,,,,,,,,,,,,,
,,,,13,5,2,2,2,,2,,,,5,2,2,,2,,,,,,,,,,,,,,,,,3,,,
,,,,14,6,2,2,2,,2,,,,6,2,,,2,,,,,,,,,,,,,,,2,2,,,,
,,,,15,7,2,2,1,,2,,,,6,2,,,2,,,,,,,,1,,,,,,,,,,1,,
,,,,16,8,2,2,1,,2,,,,6,1,,,,2,,,,,,,,,,,,,,,,,,,
Site,Date,BlockNo,PlotNo,SubplotNo,SubplotX,SubplotY,BroHor,BroDia,TaeCap,AveBar,AirCar,BriMin,CynEch,LolMul,HypGla,Torilis,TriHir,VicSat,LotusSp,EupSpa,WhiteLily,PetDub,Filago,GalPar,Linanthus,WhiteFlower,VulMyu,Bare,Gopher,Navarretia,,,,,,,,
SFREC,5/10/2017,4,2,1,1,3,4,4,1,2,2,,1,,6,,,,,,,,,2,,,,,,,,,,,,,,
,,,,2,2,3,4,3,,1,2,,,,5,,,2,,,3,,1,1,,,,,,,,,,,,,,
,,,,3,3,3,4,2,,1,1,,,,5,1,1,2,,,,,1,1,,,,,,,,,,,,,,
,,,,4,4,3,3,2,,1,2,,,,5,,2,,,,,,,2,,,,,,,,,,,,,,
,,,,5,5,3,3,2,,,3,,,,6,,,,,,,,,2,,,,,,,,,,,,,,
,,,,6,6,3,2,2,,,2,,,,6,,,2,,,,,,1,,,,,,,,,,,,,,
,,,,7,7,3,3,2,,2,2,,,,5,,,1,,,,,,2,,,,,,,,,,,,,,
,,,,8,8,3,3,2,,2,2,,,,6,,,1,,,,,,2,2,,,,,,,,,,,,,
,,,,9,1,4,4,4,2,2,1,,,,5,,1,,,,,,,1,,,,,,,,,,,,,,
,,,,10,2,4,3,4,1,2,1,,,,6,,,,,,2,,,2,,,,,,,,,,,,,,
,,,,11,3,4,3,2,,,1,,,,5,,2,2,,,2,,,1,,1,,,,,,,,,,,,
,,,,12,4,4,3,3,1,2,2,,,,5,,2,,2,,,,,1,,,1,,,,,,,,,,,
,,,,13,5,4,3,2,,2,2,1,,,6,1,,2,,,,,,2,,,,3,3,,,,,,,,,
,,,,14,6,4,3,3,,,3,,,,5,,,,,,,,,2,,,,2,2,,,,,,,,,
,,,,15,7,4,3,2,,,2,,,,5,,,,,,,,,2,,,,,,,,,,,,,,
,,,,16,8,4,3,3,,,1,,,,4,,,1,,,,,,2,,,,,,1,,,,,,,,
Site,Date,BlockNo,PlotNo,SubplotNo,SubplotX,SubplotY,BroHor,BroDia,TaeCap,AirCar,BriMin,AveBar,VulMyu,CynEch,HypGla,GalPar,Torilis,Filago,TriHya,TriHir,VicSat,Lotus,Bare,Gopher,WhiteFlower,ClaPur,MadSat,,,,,,,,,,,
SFREC,5/10/2017,4,2,1,1,7,3,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2,2,7,1,3,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,3,3,7,3,3,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,4,4,7,3,2,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,5,5,7,3,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,6,6,7,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,7,7,7,3,3,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,8,8,7,2,3,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,9,1,8,3,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,10,2,8,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,11,3,8,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,12,4,8,3,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,13,5,8,4,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,14,6,8,3,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,15,7,8,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,16,8,8,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Site,Date,BlockNo,PlotNo,SubplotNo,SubplotX,SubplotY,BroHor,BroDia,TaeCap,AveBar,AirCar,BriMin,CynEch,LolMul,HypGla,Torilis,TriHir,VicSat,LotusSp,EupSpa,WhiteLily,PetDub,Filago,GalPar,Linanthus,WhiteFlower,VulMyu,Bare,Gopher,TriHya,Sherardia,,,,,,,
SFREC,5/10/2017,4,2,1,1,5,4,4,,2,1,,,,5,,,,,,,,1,2,,,,,,,,,,,,,,
,,,,2,2,5,3,4,1,2,1,,,,5,,,2,,,,,,2,,,,,,,,,,,,,,
,,,,3,3,5,3,2,,2,2,,,,5,,2,,,,,,,1,,,,,,2,,,,,,,,
,,,,4,4,5,3,3,,2,2,,,,6,,2,,,,,,,1,,,,,,2,,,,,,,,
,,,,5,5,5,3,3,,3,3,1,,,5,,1,,,,,,,2,,,,,,,,,,,,,,
,,,,6,6,5,3,2,,,2,,2,,5,,2,,,,,,1,2,,,,2,2,,,,,,,,,
,,,,7,7,5,3,2,1,,2,,,,5,,1,1,,,,,,2,,,,,,,,,,,,,,
,,,,8,8,5,4,3,,,2,,,,6,,,2,,,,,,2,,,,,,,,,,,,,,
,,,,9,1,6,3,3,,2,,,,,5,,2,,,,,,,2,,,,4,4,,1,,,,,,,
,,,,10,2,6,3,3,1,2,,,,,6,,1,,,,,,,2,,,,,,,,,,,,,,
,,,,11,3,6,3,2,,2,1,,,,5,,,2,,,,,,1,,,,,,2,,,,,,,,
,,,,12,4,6,3,2,,1,2,2,,,6,,2,,,,,,,1,,,,2,2,,,,,,,,,
,,,,13,5,6,3,3,,2,,,1,,6,,2,2,,,,,,2,,,,,,,1,,,,,,,
,,,,14,6,6,2,2,1,2,,,,,5,,1,,,,,,,2,,,1,,,,,,,,,,,
,,,,15,7,6,3,3,3,2,2,,1,,6,,2,,,,,,,2,,,,,,,,,,,,,,
,,,,16,8,6,4,4,2,,,,,,5,,2,2,,,,,,2,,,,,,,,,,,,,,
Site,Date,BlockNo,PlotNo,SubplotNo,SubplotX,SubplotY,LagMajor,LagMinor,ClaPur,Acmispon,CenSol,,,,,,,,,,,,,,,,,,,,,,,,,,,
SFREC,6/23/2017,2,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,3,3,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,4,4,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,5,5,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,6,6,1,3,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,7,7,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,8,8,1,3,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,9,1,2,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,10,2,2,3,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,11,3,2,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,12,4,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,13,5,2,2,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,14,6,2,2,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,15,7,2,2,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,16,8,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Site,Date,BlockNo,PlotNo,SubplotNo,SubplotX,SubplotY,LagMajor,LagMinor,ClaPur,Acmispon,CenSol,,,,,,,,,,,,,,,,,,,,,,,,,,,
SFREC,6/23/2017,2,1,1,1,3,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2,2,3,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,3,3,3,3,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,4,4,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,5,5,3,3,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,6,6,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,7,7,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,8,8,3,2,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,9,1,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,10,2,4,3,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,11,3,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,12,4,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,13,5,4,3,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,14,6,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,15,7,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,16,8,4,2,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Site,Date,BlockNo,PlotNo,SubplotNo,SubplotX,SubplotY,LagMajor,LagMinor,ClaPur,Acmispon,CenSol,NavPub,MadSat,,,,,,,,,,,,,,,,,,,,,,,,,
SFREC,6/23/2017,2,1,1,1,5,3,,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2,2,5,3,,1,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,3,3,5,3,,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,4,4,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,5,5,5,3,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,6,6,5,3,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,7,7,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,8,8,5,3,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,9,1,6,3,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,10,2,6,3,,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,11,3,6,3,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,12,4,6,3,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,13,5,6,3,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,14,6,6,2,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,15,7,6,2,2,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,16,8,6,3,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Site,Date,BlockNo,PlotNo,SubplotNo,SubplotX,SubplotY,LagMajor,LagMinor,ClaPur,Acmispon,CenSol,NavPub,UnkPink,,,,,,,,,,,,,,,,,,,,,,,,,
SFREC,6/23/2017,2,1,1,1,7,3,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2,2,7,3,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,3,3,7,3,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,4,4,7,3,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,5,5,7,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,6,6,7,3,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,7,7,7,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,8,8,7,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,9,1,8,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,10,2,8,3,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,11,3,8,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,12,4,8,3,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,13,5,8,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,14,6,8,3,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,15,7,8,2,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,16,8,8,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Site,Date,BlockNo,PlotNo,SubplotNo,SubplotX,SubplotY,LagMajor,LagMinor,ClaPur,Acmispon,CenSol,NavPub,LacSer,,,,,,,,,,,,,,,,,,,,,,,,,
SFREC,6/23/2017,2,2,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,3,3,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,4,4,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,5,5,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,6,6,1,3,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,7,7,1,3,,1,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,8,8,1,3,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,9,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,10,2,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,11,3,2,2,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,12,4,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,13,5,2,3,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,14,6,2,3,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,15,7,2,2,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,16,8,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Site,Date,BlockNo,PlotNo,SubplotNo,SubplotX,SubplotY,LagMajor,LagMinor,ClaPur,Acmispon,CenSol,NavPub,MadSat,,,,,,,,,,,,,,,,,,,,,,,,,
SFREC,6/23/2017,2,2,1,1,3,3,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2,2,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,3,3,3,3,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,4,4,3,3,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,5,5,3,3,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,6,6,3,3,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,7,7,3,3,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,8,8,3,3,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,9,1,4,4,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,10,2,4,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,11,3,4,3,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,12,4,4,3,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,13,5,4,3,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,14,6,4,4,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,15,7,4,3,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,16,8,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Site,Date,BlockNo,PlotNo,SubplotNo,SubplotX,SubplotY,LagMajor,LagMinor,ClaPur,Acmispon,CenSol,NavPub,MadSat,OakSeedling,,,,,,,,,,,,,,,,,,,,,,,,
SFREC,6/23/2017,2,2,1,1,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2,2,5,4,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,3,3,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,4,4,5,3,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,5,5,5,3,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,6,6,5,4,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,7,7,5,4,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,8,8,5,3,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,9,1,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,10,2,6,4,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,11,3,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,12,4,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,13,5,6,3,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,14,6,6,4,2,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,15,7,6,4,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,16,8,6,3,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,
Site,Date,BlockNo,PlotNo,SubplotNo,SubplotX,SubplotY,LagMajor,LagMinor,ClaPur,Acmispon,CenSol,NavPub,UnkPink,MadSat,,,,,,,,,,,,,,,,,,,,,,,,
SFREC,6/23/2017,2,2,1,1,7,3,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2,2,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,3,3,7,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,4,4,7,3,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,5,5,7,2,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,6,6,7,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,7,7,7,4,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,
,,,,8,8,7,3,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
,,,,9,1,8,2,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,10,2,8,3,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,11,3,8,3,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
,,,,12,4,8,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,13,5,8,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,14,6,8,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,15,7,8,3,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,
,,,,16,8,8,3,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,
Site,Date,BlockNo,PlotNo,SubplotNo,SubplotX,SubplotY,LagMaj,Hypericum,Acmispon,Unk Pin 4 plit petals,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SFREC,6/23/2017,1,1,1,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2,2,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,3,3,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,4,4,1,3,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,5,5,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,6,6,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,7,7,1,3,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,8,8,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,9,1,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,10,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,11,3,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,12,4,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,13,5,2,3,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,14,6,2,3,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,15,7,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,16,8,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Site,Date,BlockNo,PlotNo,SubplotNo,SubplotX,SubplotY,LagMaj,LagMin,Acmispon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SFREC,6/23/2017,1,1,1,1,3,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2,2,3,5,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,4,4,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,5,5,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,6,6,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,7,7,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,8,8,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,9,1,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,10,2,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,11,3,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,12,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,13,5,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,14,6,4,3,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,15,7,4,4,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,16,8,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Site,Date,BlockNo,PlotNo,SubplotNo,SubplotX,SubplotY,LagMaj,LagMin,Acmispon,NavPub,Hypericum,,,,,,,,,,,,,,,,,,,,,,,,,,,
SFREC,6/23/2017,1,1,1,1,5,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2,2,5,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,3,3,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,4,4,5,3,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,5,5,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,6,6,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,7,7,5,3,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,8,8,5,4,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,9,1,6,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,10,2,6,3,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,11,3,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,12,4,6,3,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,13,5,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,14,6,6,4,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,15,7,6,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,16,8,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Site,Date,BlockNo,PlotNo,SubplotNo,SubplotX,SubplotY,LagMaj,Acmispon,NavPub,Hypericum,ClaPur,,,,,,,,,,,,,,,,,,,,,,,,,,,
SFREC,6/23/2017,1,1,1,1,7,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2,2,7,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,3,3,7,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,4,4,7,4,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,5,5,7,4,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
