,SiteName,BlockNo,PlotNo,Subplot.No,Subplot.X,Subplot.Y,X4.waygrass,achmol,aegtri,agohet,aircar,amsmen,anaarv,astragalus,avebar,avefat,bare,brimax,brimin,brocar,brodia,brohor,bromad,broster,calcil,callut,calpar,cardamine,carpac,casatt,cenmil,cenmil..not..,cerglo,clapur,collinsia,conarv,croset,cynech,daucpusil,delgra,delvar,diccap,dicmul,elygla,erobot,eupspa,filgal,galapa,galpar,gerdis,germol,greenbrush,hypgla,laccil,lacser,lagophylla,latsph,linbic,linpar,lolmul,lomatium,longawnbrome,lotmic,lotpur,lotus,lotwra,lupbic,luzcom,madgra,miccal,naspul,navpub,notago,oak,petdub,pink.cup.opposite,plalan,planot,poasecunda,purplecup,purpleflower,rancal,rock,sanbip,scapec,shearv,shieldseed,sidalcea,sisbel,taecap,thycur,torilis,trialbo,tribif,tricil,tridub,trieri,trifuc,trigra,trihir,trihya,trilax,trimicroceph,trimicrodon,triwhite,triwil,triwra,unkforb,unktar,vicsat,vicvil,vulmyu,whiterib,whorledtarweed,wood,zigadenus
297,MCLA,3,1,9,1,6,,,,,,,,,4,,,,,,,3,,,,,,,,,,,,1,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,3,,,,,
313,MCLA,3,1,9,1,8,,,,,,,,,2,,,,,,,2,,,,,,,,,,,,2,,,,,,,,1,,,1,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,3,3,2,,,,
321,MCLA,3,2,1,1,1,,,,,1,,,,1,,,,,,1,4,,,,,,,,1,,,,2,,,,,,,,,,,4,,2,,2,,,,4,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,2,,,,,
337,MCLA,3,2,1,1,3,,,,,1,,,,,,,,,,,4,,,,,,,,2,,,,2,,,,,,,,,,,3,,,,2,,,,2,,,,,,,,,,,,,,1,,,2,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,3,3,,,,,
353,MCLA,3,2,1,1,5,,,,,,,,,,,10,,,,,3,,,,,,,,2,,,,2,,,,,1,,,,,,2,,,,4,,,,4,,,,,,,,,,,,,,22,,,3,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,4,,,,,
369,MCLA,3,2,1,1,7,,,,,,,,,,,,,,,,1,,,,,,,,,,,,2,,,,,,,,,,,,,,,1,,,,3,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,4,4,,,,,
330,MCLA,3,2,10,2,2,,,,,1,,,,1,,,,,,,4,,,,,,,,1,,,,2,,,,,,,,,,,4,,,,2,,,,3,,,,,,,,,,,,,,2,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,
346,MCLA,3,2,10,2,4,,,,,3,,,,,,,,,,,4,,,,,,,,3,,,,2,,,,,,,,,,,2,,,,2,,,,3,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,2,,,,,
362,MCLA,3,2,10,2,6,,,,,,,,,1,,,,,,,2,,,,,,,,,,,,2,,,,,,,,,,,1,,,,1,,,,5,,,,,,,,,,,,,,33,,,3,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,4,,,,,
378,MCLA,3,2,10,2,8,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,2,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,6,,,,,1,,,,,,,,,,,,,,,5,4,,,,,
331,MCLA,3,2,11,3,2,,,,,,,,,5,,,,,,,4,,,,,,,,,,,,1,,,,,,,,,,,4,,,,,,,,3,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,2,2,,,,
347,MCLA,3,2,11,3,4,,,,,,,,,1,,,,,,,3,,,,,,,,,,,,1,,,,,,,,,,,3,,,,3,,,,5,,,,,,,,,,,,,,1,,,3,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,2,,,,,
363,MCLA,3,2,11,3,6,,,,,,,,,,,,,,,,4,,,,,,,,1,,,,1,,,,,,,,,,,1,,,,2,,,,3,,,,,,,,,,,,,,32,,,2,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,4,,,,,
379,MCLA,3,2,11,3,8,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,5,5,,,,,
332,MCLA,3,2,12,4,2,,,,,2,,,,2,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,2,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,1,,,,,,,1,,,,,,
348,MCLA,3,2,12,4,4,,,,,1,,,,1,,,,,,,4,,,,,,,,1,,,,1,,,,,,,,,,,3,,,,2,,,,3,,,,,,,,,,,,,,2,,,3,,2,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,2,2,,,,,
364,MCLA,3,2,12,4,6,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,2,,,,,,,,,,,,,1,41,,,2,,,,,,,,,,,,,,,,,,,,4,,,,,1,,,,,,,,,,,,,,,,4,,,,,
380,MCLA,3,2,12,4,8,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,5,5,,,,,
333,MCLA,3,2,13,5,2,,,,,2,,,,4,,,,1,,,5,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,2,,,,,,,,,,,,,1,2,,,2,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,
349,MCLA,3,2,13,5,4,,,,,,,,,1,,,,,,,4,,,,,,,,1,,,,,,,,,,,,,,,2,,,,1,,,,3,,,,,,,,,,,,,1,,,,3,,1,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,2,2,,,,,
365,MCLA,3,2,13,5,6,,,,,,,,,1,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,1,,,,,,,,,,,,,,4,,,4,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,1,,,,,,,,,,,5,,,,,
381,MCLA,3,2,13,5,8,,,,,,,,,1,,,,,,2,4,,,,,,,,,,,,2,,,,,,,,,,,4,,,,1,,,,2,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,4,4,,,,,
334,MCLA,3,2,14,6,2,,,,,2,,,,2,,,,,,,6,,,,,,,,,,,,1,,,,,,,,,,,3,,,,,,,,3,,,,,,,,,,,,,,2,,,2,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,2,,,1,,,,,,,,,,,,,
350,MCLA,3,2,14,6,4,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,4,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,2,,,,,2,,,,,,,,2,,,,,,,4,4,1,,,,
366,MCLA,3,2,14,6,6,,,,,,,,,1,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,2,,,,1,,,,2,,,,,,,,,,,,,,42,,,2,,,,,,,,,,,,,,,,,,,,2,,,,,2,,,,,2,,,,,,,,,,,4,,,,,
382,MCLA,3,2,14,6,8,,,,,,,,,1,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,4,4,,,,,
335,MCLA,3,2,15,7,2,,,,,1,,,,2,,,,,,,5,,,,,,,,,,,,1,,,,,,,,,,,4,,,,,,,,2,,,,,,,,,,,,,,1,,,2,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,2,,,,,,,,,1,,,,
351,MCLA,3,2,15,7,4,,,,,,,,,3,,3,,,,,5,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,1,,,,,,,,,,,,,,4,,,2,,,,,,,,,,,,,,,,,,,,2,,,,,3,,,,,,,,,,,,,,,,,,,,,
367,MCLA,3,2,15,7,6,,,,,,,,,1,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,2,,,,,,,,,,,5,,,,,
383,MCLA,3,2,15,7,8,,,,,,,,,2,,,,,,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,4,4,,,,,
336,MCLA,3,2,16,8,2,,,,,,,,,2,,,,,,1,5,,,,,,,,,,,,1,,,,,,,,,,,2,,,,2,,,,2,,,,,,,,,,,,,2,,,,1,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,1,,,,,,,,,,2,2,,,,,
352,MCLA,3,2,16,8,4,,,,,,,,,,,,,,,1,5,,,,,,,,,,,,1,,,,,,,,,,,2,,,,1,,,,1,,,,,,,,,,,,,,2,,,1,,,,,,,,,,,,,,,,,,,,2,,,,,3,,,,,,,,,,,,,,,2,,,,,,
368,MCLA,3,2,16,8,6,,,,,,,,,1,,,,,,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,2,,,,,,,,,,,5,,,,,
384,MCLA,3,2,16,8,8,,,,,,,,,2,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,2,,,,,,,,,,4,3,,,,,
322,MCLA,3,2,2,2,1,,,,,1,,,,1,,,,,,2,4,,,,,,,,,,,,,,,,,,,,,,,4,,,,2,,,,3,,,,,,,,,,,,,,3,,,2,,2,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,2,2,,,,,
338,MCLA,3,2,2,2,3,,,,,,,,,,,,,,,,4,,,,,,,,2,,,,1,,,,,,,,,,,3,,,,2,,,,6,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,2,,,,,,
354,MCLA,3,2,2,2,5,,,,,1,,,,1,,,,,,,3,,,,,,,,2,,,,2,,,,,,,,,,,2,,,,3,,,,4,,,,,,,,,,,,,,3,,,3,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,4,,,,,
370,MCLA,3,2,2,2,7,,,,,1,,,,,,,,,,,1,,,,,,,,1,,,,2,,,,,,,,,,,1,,,,1,,,,4,,,,,,,,,,,,,,3,,,2,,1,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,4,3,,,,,
323,MCLA,3,2,3,3,1,,,,,1,,,,1,,,,,,,5,,,,,,,,,,,,1,,,,,,,,,,,2,,,,1,,,,2,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,
339,MCLA,3,2,3,3,3,,,,,,,,,2,,,,,,,4,,,,,,,,2,,,,1,,,,,,,,,,,3,,,,2,,,,6,,,,,,,,,,,,,,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,
355,MCLA,3,2,3,3,5,,,,,,,,,,,,,,,,4,,,,,,,,2,,,,2,,,,,,,,,,,3,,,,2,,,,5,,,,,,,,,,,,,1,1,,,2,,,,,,,,,,,,,,,,,,,,2,,,,,,,1,,,,,,,,,,,,,,2,,,,,
371,MCLA,3,2,3,3,7,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,2,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,6,,,,,1,,,,,,,,,,,,,,,5,5,,,,,
324,MCLA,3,2,4,4,1,,,,,1,,,,1,,,,,,1,5,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,3,,,,,,,,,,,,,,1,,,3,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,2,,,,,,,,2,1,,,,
340,MCLA,3,2,4,4,3,,,,,1,,,,,,,,,,,4,,,,,,,,1,,,,2,,,,,,,,,,,3,,,,2,,,,4,,,,,,,,,,,,,,2,,,2,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,2,2,,,,,
356,MCLA,3,2,4,4,5,,,,,,,1,,1,,,,,,,4,,,,,,,,1,,,,2,,,,,,,,,,,3,,,,1,,,,4,,,,,,,,,,,,,3,32,,,3,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,3,,,,,
372,MCLA,3,2,4,4,7,,,,,1,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,2,,,,,,,,,,,,,,2,,,2,,,,,,,,,,,,,,,,,,,,5,,,,,1,,,,,,,,,,,,,,,4,4,,,,,
325,MCLA,3,2,5,5,1,,,,,3,,,,2,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,2,,,,,,,,,,,,,,1,,,1,,2,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,3,,,,,,,,,,,,,
341,MCLA,3,2,5,5,3,,,,,,,,,2,,,,,,,4,,,,,,,,2,,,,,,,,,1,,,,,,4,,,,1,,,,4,,,,,,,,,,,,,,2,,,3,,3,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,2,,,,,,,,2,,,,,
357,MCLA,3,2,5,5,5,,,,,,,,,,,,,,,,4,,,,,,,,1,,,,,,,,,,,,,,,3,,,,1,,,,3,,,,,,,,,,,,,,41,,,4,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,1,,,,,,,,,,,4,,,,,
373,MCLA,3,2,5,5,7,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,2,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,5,4,,,,,
326,MCLA,3,2,6,6,1,,,,,2,,,,1,,,,,,,5,,,,,,,,,,,,1,,,,,,,,,,,3,,,,,,,,3,,,,,,,,,,,,,,1,,,2,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,1,,,,,,,1,1,,,,,
342,MCLA,3,2,6,6,3,,,,,,,,,1,,,,,,,5,,,,,,,,,,,,1,,,,,,,,,,,2,,,,,,,,4,,,,,,,,,,,,,,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,3,,,1,,,,,,,2,3,,,,,
358,MCLA,3,2,6,6,5,,,,,,,,,1,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,2,,,,1,,,,2,,,,,,,,,,,,,,31,,,5,,1,,,,,,,,,,,,,,,,,,2,,,,,,,,,,2,,,2,,,,,,,,4,,,,,
374,MCLA,3,2,6,6,7,,,,,,,,,1,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,1,,,,,,,,,,5,6,,,,,
327,MCLA,3,2,7,7,1,,,,,,,,,,,,,,,,5,,,,,,,,1,,,,,,,,,,,,,,,2,,,,1,,,,4,,,,,,,,,,,,,,2,,,1,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,1,,,,,,,2,2,,,,,
343,MCLA,3,2,7,7,3,,,,,1,,,,4,,,,1,,1,4,,,,,,,,,,,,1,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,,,,,,2,3,,,,,
359,MCLA,3,2,7,7,5,,,,,,,,,2,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,1,,,,,,,,,,,3,,,,,
375,MCLA,3,2,7,7,7,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,1,,,,,,,,,,5,5,,,,,
328,MCLA,3,2,8,8,1,,,,,,,,,2,,,,,,,5,,,,,,,,,,,,1,,,,,,,,,,,2,,,,2,,,,3,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
344,MCLA,3,2,8,8,3,,,,,1,,,,1,,,,,,,4,,,,,,,1,,,,,1,,,,,,,,,,,2,,,,3,,,,4,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,1,,,,,2,,,,,3,,,2,,,,,,,2,2,,,,,
360,MCLA,3,2,8,8,5,,,,,,,,,1,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,2,,,,1,,,,,,,,,,,,,,,,,,3,,,1,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,3,,,,,,,,,,,3,,,,,
376,MCLA,3,2,8,8,7,,,,,,,,,3,,8,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,3,,,,,,,,,,1,,,,,,,,,,4,4,,,,,
329,MCLA,3,2,9,1,2,,,,,1,,,,,,,,,,,4,,,,,,,,,,,,2,,,,,,,,,,,4,,,,1,,,,2,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,2,,,,,
345,MCLA,3,2,9,1,4,,,,,1,,,,,,2,,,,2,3,,,,,,,,2,,,,,,,,,,,,,,,2,,,,1,,,,3,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,5,4,,,,,
361,MCLA,3,2,9,1,6,,,,,2,,,,1,,,,,,,2,,,,,,,,,,,,2,,,,,,,,,,,1,,,,1,,,,5,,,,,,,,,,,,,,22,,,,,,,,,,1,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,3,,,,,
377,MCLA,3,2,9,1,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,4,4,,,,,
385,MCLA,4,1,1,1,1,,,,,1,,,,2,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,2,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,3,4,2,,,,
401,MCLA,4,1,1,1,3,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,2,,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,3,4,2,,,,
417,MCLA,4,1,1,1,5,,,,,1,,,,1,,,,,,,3,,,,,,,,,,,,1,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,1,,,2,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,6,,,,
433,MCLA,4,1,1,1,7,,,,,4,,,,,,,,2,,,2,,,,,,,,,,,,,,,,,,,2,,,,3,,,,2,2,,,3,,,,,,,,,,,,,,1,,,,,,,,,,2,,,,,,,,,,,,,3,,,,,,,1,,,,,,,,,,,,,,,2,,,,
394,MCLA,4,1,10,2,2,,,,,,,,,2,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,2,3,2,,,,
410,MCLA,4,1,10,2,4,,,,,2,,,,,,,,,,,2,,,,,,,,,,,,2,,,,,,,,,,,2,,,,2,,,,,,,,,,,,,,,,,,2,,,3,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,1,,5,,,,
426,MCLA,4,1,10,2,6,,,,,,,,,,,,,,,,2,,,,,,,,,,,,1,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,5,,,,
442,MCLA,4,1,10,2,8,,,,,1,,,,,,30,,,,,2,,,,,,,,,,,,,,,,,,,3,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,3,,,,
395,MCLA,4,1,11,3,2,,,,,2,,,,4,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,1,2,,,,,
411,MCLA,4,1,11,3,4,,,,,3,,,,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,4,,,,1,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,2,,2,,,,
427,MCLA,4,1,11,3,6,,,,,1,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,2,,,,1,1,,,1,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,5,,,,
443,MCLA,4,1,11,3,8,,,,,1,,,,,,35,,,,,3,,,,,,,,,,,,,,,,,,,2,,,,2,,,,,,,,1,,,,,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,2,,,,
396,MCLA,4,1,12,4,2,,,,,1,,,,4,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,
412,MCLA,4,1,12,4,4,,,,,2,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,4,,,,1,,,,1,,,,,,,,,,,,,,1,,,5,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,3,,,,
428,MCLA,4,1,12,4,6,,,,,3,,,,2,,,,,,,3,,,,,,,,,,,,1,,,,,,,,,,,2,,,,2,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,4,,,,
444,MCLA,4,1,12,4,8,,,,,4,,,,,,,,,,,2,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,1,,,2,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,4,,,,
397,MCLA,4,1,13,5,2,,,,,,,,,3,,4,,,,,4,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,1,,,,
413,MCLA,4,1,13,5,4,,,,,1,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,2,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,2,,,,
429,MCLA,4,1,13,5,6,,,,,2,,,,,,5,,,,,5,,,,,,,,,,,,1,,,,,,,,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,3,,,,
445,MCLA,4,1,13,5,8,,,,,3,,,,,,,,,,,2,,,,,,,,,,,,2,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,4,,,,
398,MCLA,4,1,14,6,2,,,,,1,,,,1,,4,,,,,3,,,,,,,,,,,,1,,,,,,1,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,5,,,,
414,MCLA,4,1,14,6,4,,,,,1,,,,1,,,,,,,4,,,,,,,,,,,,,,,,,,,,2,,,2,,,,,,,,3,,,,,,,,,,,,,,2,,,1,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,3,,,,
430,MCLA,4,1,14,6,6,,,,,2,,,,3,,8,,,,,4,,,,,,,,,,,1,1,,,,,,,,,,,1,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,2,,,,
446,MCLA,4,1,14,6,8,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,
399,MCLA,4,1,15,7,2,,,,,,,,,3,,2,,,,,4,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,2,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,3,,,,
415,MCLA,4,1,15,7,4,,,,,1,,,,1,,,,,,1,4,,,,,,,,,,,,1,,,,,,1,,1,,,1,,,,2,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,1,,,,,,,,,3,,,,
431,MCLA,4,1,15,7,6,,,,,1,,,,4,,7,,,,,4,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,2,,2,,,,
447,MCLA,4,1,15,7,8,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,
400,MCLA,4,1,16,8,2,,,,,2,,,,,,8,,1,,,3,,,2,,,,,,,,,,,,,,,2,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,3,,,,
416,MCLA,4,1,16,8,4,,,,,,,,,1,,3,,,,,5,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,2,,,,,,,,,,,,,,1,,,2,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,3,,,,
432,MCLA,4,1,16,8,6,,,,,,,,,2,,,,,,,3,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,2,,,,
448,MCLA,4,1,16,8,8,,,,,,,,,,,15,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,4,,,,
