,Site,Date,BlockNo,PlotNo,SubplotNo,SubplotX,SubplotY,SiteVisit,Acmispon,AirCar,AmsMen,AnaArv,AveFat,Bare,BriMin,BroDia,BroHor,CarPac,CarPac?,Cerastium,CerGlo,ClaPur,Collinsia Pink Rosette,Corv,CroSet,CynEch,DaucPusil,Delphinium,Delphinium?,DelVar,EroCic,Erodium,FilGal,FuzzyBrush,Galpar,GalPar,GasVen,GerDis,Gilia,Gopher,Hole,HolVir,Hoof,HypGla,LargeBrush,LilUnk,LittleUnk,LolMul,Lotus,LupBic,Lupinus,MadGra,MedPol,MicCal,vPub,Paintbursh,PinkBrush,PlaNot,Plantago,Rock,SilGal,SisBel,SiSbel,TaeCap,TriAlbo,TriBlue,TriCupcake,TriDub,TriDub.1,TriEri,TriEri.1,TriFc,Trifolium,TriFuc,TriFuc.1,TriFucatum,TriGra,TriHir,TriPlate,TrIPlate,TriRef,TriRefLarge,TrIRefLarge,TriWhite,TriWil,TriWil?,TriWildenovii,Unk VicSat?,UnkFlower,UnkVetch,UnkWhorl,VicVel,VulMyu,Whitebrush,WhiteBrush
575,MCL,4/24/2017,1,1,15,7,8,2,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,,,,,,,,,,,,,,,,,,,,,
576,MCL,4/24/2017,1,1,16,8,8,2,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,
1025,MCL,4/24/2017,1,1,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,2,,,
1026,MCL,4/24/2017,1,1,2,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,2,,,
1027,MCL,4/24/2017,1,1,3,3,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
1028,MCL,4/24/2017,1,1,4,4,1,2,,,,,,3,,,,,,,,,,,,,,,,,,,,,,1,,2,,3,,,,3,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,2,,,
1029,MCL,4/24/2017,1,1,5,5,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,,,,,,5,,,,,,2,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,1,,,,,,,3,,,
1030,MCL,4/24/2017,1,1,6,6,1,2,,,1,,,3,,,,,,,,,,,,,,,,,,,,,,,,2,,3,,,,5,,,,,,1,,,,,,,,,,,,,,,,,,3,,1,,,,2,,,,,,,,,,,1,,,,,,,,,,
1031,MCL,4/24/2017,1,1,7,7,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,6,,,,,,1,,,,,,,,,,,,,,,,,,3,,1,,,,1,,,,,,,,,,,,,,,,,,1,,,
1032,MCL,4/24/2017,1,1,8,8,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,5,,,,,,2,,,,,,,,,,,,,,,,,,3,,2,,,,,,,,,,,,,,,,,,,,,,2,,,2
1033,MCL,4/24/2017,1,1,9,1,2,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,
1034,MCL,4/24/2017,1,1,10,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,1,,,,,,,,,,,1,,,,,,,2,,,
1035,MCL,4/24/2017,1,1,11,3,2,2,,,,,,3,,,,,,,,,,,,,,,,,,,,,,1,,2,,3,,,,3,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,3,,,
1036,MCL,4/24/2017,1,1,12,4,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,4,,,
1037,MCL,4/24/2017,1,1,13,5,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,3,,,
1038,MCL,4/24/2017,1,1,14,6,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,4,,,,,,2,,,,,,,,,,,,,,,,,,5,,2,,,,,,,,,,,,,,,,,,,,,,,,,
1039,MCL,4/24/2017,1,1,15,7,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,2,,,,,,,,,,,1,,,,,,,,,,
1040,MCL,4/24/2017,1,1,16,8,2,2,,,,,,2,,,,,,,,,,,,,,,,,,,,,,1,,,,2,,,,6,,,,,,1,,,,,,,,,,,,,,,,,,3,,3,,,,1,,,,,,,,,,,,,,,,,,,,,1
1,MCL,5/22/2017,1,1,1,1,1,3,,4,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,3,,,,,,,,,,,,,,2,,,,,,3,,,,,,,,,2,,
2,MCL,5/22/2017,1,1,2,2,1,3,,4,,,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,2,,,,,,,,,,,,2,,,,,,,,,,,,,,4,,,,,,0,,,,,,,,,3,,
3,MCL,5/22/2017,1,1,3,3,1,3,,3,,,,3,2,,3,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,2,,,,,,5,,,,,,,,,2,,
4,MCL,5/22/2017,1,1,4,4,1,3,,3,,,,3,,,3,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,2,,,,,,4,,,,,,,,,2,,
5,MCL,5/22/2017,1,1,5,5,1,3,,3,,,,3,2,,2,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,2,,,,,,4,,,,,,,,,2,,
6,MCL,5/22/2017,1,1,6,6,1,3,,4,,,,4,1,,3,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,2,,,1,,,,,,,,,3,,,,,,,,,,,,,,1,3,,,,,4,,,,,,,,,2,,
7,MCL,5/22/2017,1,1,7,7,1,3,,4,,,,,1,,2,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,2,,,,,,3,,,,,,,,,2,,
8,MCL,5/22/2017,1,1,8,8,1,3,,4,,,,4,,,2,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,1,,,,,,,,,,,,4,,,,,,,,,,,,,,4,,,,,,2,,,,,,,,,1,,
9,MCL,5/22/2017,1,1,9,1,2,3,,3,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,3,,,,,,,,,,,,,,2,,,,,,6,,,,,,,,,2,,
10,MCL,5/22/2017,1,1,10,2,2,3,,4,,,,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,2,,,,,,,,,,,,3,,,,,,,,,,,,,,2,,,,,,5,,,,,,,,,3,,
11,MCL,5/22/2017,1,1,11,3,2,3,,3,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,3,,,,,,,,,,,,,,3,,,,,,5,,,,,,,,,4,,
12,MCL,5/22/2017,1,1,12,4,2,3,,3,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,3,,,,,,,,,,,,,,2,2,,,,,3,,,,,,,,,3,,
13,MCL,5/22/2017,1,1,13,5,2,3,,3,,2,,,2,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,1,,,2,,,,,,,,,,,,,,1,,,,,,6,,,,,,,,,2,,
14,MCL,5/22/2017,1,1,14,6,2,3,,4,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,1,,,,,,4,,,,,,,,,2,,
15,MCL,5/22/2017,1,1,15,7,2,3,,4,,,,2,2,,2,,,,,1,,,,,,,,,,,,,,1,,,,2,,,,,,,,,,,,,,,,,,,,,2,,,4,,,,,,,,,,,,,,1,,,,,,4,,,,,,,,,2,,
16,MCL,5/22/2017,1,1,16,8,2,3,,4,,,,,1,,3,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,2,,
17,MCL,5/22/2017,1,1,1,1,3,3,,2,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,1,,,,,,6,,,,,,,,,2,,
18,MCL,5/22/2017,1,1,2,2,3,3,,3,,,,,,,3,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,2,,
19,MCL,5/22/2017,1,1,3,3,3,3,,3,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,2,,,,,,,,,,,,3,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,2,,
20,MCL,5/22/2017,1,1,4,4,3,3,,3,,,,3,,,3,,,,,1,,,,,,,,,,,,,,,,,,3,,,,,,,,1,,,,1,,,1,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,2,,
21,MCL,5/22/2017,1,1,5,5,3,3,,3,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,2,,,,,,,,,,,,3,,,,,,,,,,,,,,2,,,,,,5,,,,,,,,,2,,
22,MCL,5/22/2017,1,1,6,6,3,3,,4,,,,3,1,,3,,,,,2,,,,,,,,,,,,,,,,,,3,,,,,,,,2,,,,,,,2,,,,,,,,,3,,,,,,,,,,,,,,2,1,,,,,,,,,,,,,,2,,
23,MCL,5/22/2017,1,1,7,7,3,3,,3,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,3,,,,,,,,,,,,,,1,4,,,,,3,,,,,,,,,2,,
24,MCL,5/22/2017,1,1,8,8,3,3,,3,,,,,1,,3,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,2,3,,,,,3,,,,,,,,,2,,
25,MCL,5/22/2017,1,1,9,1,4,3,,2,,,,,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,3,,,,,,,,,,,,,,1,,,,,,3,,,,,,,,,4,,
26,MCL,5/22/2017,1,1,10,2,4,3,,4,,,,,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,1,,,3,,,,,,,,,,,,,,1,,,,,,2,,,,,,,,,3,,
27,MCL,5/22/2017,1,1,11,3,4,3,,4,,1,,,2,,3,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,2,,,,,,,,,2,,,3,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,3,,
28,MCL,5/22/2017,1,1,12,4,4,3,,3,,,,,,,3,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,2,,,,,,1,,,3,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,3,,
29,MCL,5/22/2017,1,1,13,5,4,3,,3,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,4,,,,,,,,,,,,,,2,3,,,,,,,,,,,,,,2,,
30,MCL,5/22/2017,1,1,14,6,4,3,,3,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,3,,,,,,,,,,,,,,3,1,,,1,,3,,,,,,,,,2,,
31,MCL,5/22/2017,1,1,15,7,4,3,,3,,,,,,,2,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,2,3,,,,,6,,,,,,,,,2,,
32,MCL,5/22/2017,1,1,16,8,4,3,,4,,,,,,,2,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,3,2,,,,,3,,,,,,,,,2,,
33,MCL,5/22/2017,1,1,1,1,5,3,,2,,,1,,,,3,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,2,,,,,,,,,,,,,,2,,,,,,2,,,,,,,,,4,,
34,MCL,5/22/2017,1,1,2,2,5,3,,3,,,,,,,3,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,2,,
35,MCL,5/22/2017,1,1,3,3,5,3,,2,,,,,,,3,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,4,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,2,,
36,MCL,5/22/2017,1,1,4,4,5,3,,1,,,,,1,,3,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,
37,MCL,5/22/2017,1,1,5,5,5,3,,3,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,2,,,,,,4,,,,,,,,,3,,
38,MCL,5/22/2017,1,1,6,6,5,3,,2,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,4,2,,,,,3,,,,,,,,,2,,
39,MCL,5/22/2017,1,1,7,7,5,3,,3,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,4,2,,,1,,,,,,,,,,,3,,
40,MCL,5/22/2017,1,1,8,8,5,3,,3,,,,,1,,3,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,3,,
41,MCL,5/22/2017,1,1,9,1,6,3,,2,,,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,1,,,,1,,,,,,,,,,,,3,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,3,,
42,MCL,5/22/2017,1,1,10,2,6,3,,3,,,1,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,2,,,,,,,,,,,,4,,,,,,,,,,,,,,2,4,,,,,,,,,,,,,,2,,
43,MCL,5/22/2017,1,1,11,3,6,3,,2,,,,,2,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,2,,
44,MCL,5/22/2017,1,1,12,4,6,3,,1,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,4,,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,3,,
45,MCL,5/22/2017,1,1,13,5,6,3,,2,,,,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,4,,,,,,,,,,,,,,1,3,,,,,2,,,,,,,,,4,,
46,MCL,5/22/2017,1,1,14,6,6,3,,2,,,,,2,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,3,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,5,,
47,MCL,5/22/2017,1,1,15,7,6,3,,2,,,,,,,3,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,4,,
48,MCL,5/22/2017,1,1,16,8,6,3,,3,,,,,1,,3,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,3,,
49,MCL,5/22/2017,1,1,1,1,7,3,,2,,,,,2,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,5,,,,,,,,,,,,,,3,1,,,,,,,,,,,,,,2,,
50,MCL,5/22/2017,1,1,2,2,7,3,,1,,,2,,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,4,,,2,,,,,,,,,,,2,3,,,,,,,,,,,,,,2,,
51,MCL,5/22/2017,1,1,3,3,7,3,,2,,,2,,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,2,,
52,MCL,5/22/2017,1,1,4,4,7,3,,3,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,1,3,,,,,,,,,,,,,,2,,
53,MCL,5/22/2017,1,1,5,5,7,3,,2,,,,,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,2,2,,,,,2,,,,,,,,,3,,
54,MCL,5/22/2017,1,1,6,6,7,3,,2,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,1,2,,,,,2,,,,,,,,,4,,
55,MCL,5/22/2017,1,1,7,7,7,3,,2,,,,,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,2,,,,,4,,,,,,,,,5,,
56,MCL,5/22/2017,1,1,8,8,7,3,,3,,,,,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,4,,
57,MCL,5/22/2017,1,1,9,1,8,3,,,,,,,,,2,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,2,1,,,,,,,,,,,,,,2,,
58,MCL,5/22/2017,1,1,10,2,8,3,,1,,,,,2,,4,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,4,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,2,,
59,MCL,5/22/2017,1,1,11,3,8,3,,1,,,,,2,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,2,,,,,2,,,,,,,,,3,,
60,MCL,5/22/2017,1,1,12,4,8,3,,1,,,,,2,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,3,2,,,,,,,,,,,,,,3,,
61,MCL,5/22/2017,1,1,13,5,8,3,,2,,,,,2,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,4,,,,,,,,,,,,,,3,2,,,,,,,,,,,,,,3,,
62,MCL,5/22/2017,1,1,14,6,8,3,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,3,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,4,,
63,MCL,5/22/2017,1,1,15,7,8,3,,2,,,,3,,,2,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,2,1,,,,,,,,,,,,,,3,,
64,MCL,5/22/2017,1,1,16,8,8,3,,3,,,,,,,2,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,2,2,,,,,2,,,,,,,,,3,,
1537,MCL,6/28/2017,1,1,1,1,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1538,MCL,6/28/2017,1,1,2,2,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1539,MCL,6/28/2017,1,1,3,3,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1540,MCL,6/28/2017,1,1,4,4,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1541,MCL,6/28/2017,1,1,5,5,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1542,MCL,6/28/2017,1,1,6,6,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1543,MCL,6/28/2017,1,1,7,7,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1544,MCL,6/28/2017,1,1,8,8,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1545,MCL,6/28/2017,1,1,9,1,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1546,MCL,6/28/2017,1,1,10,2,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1547,MCL,6/28/2017,1,1,11,3,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1548,MCL,6/28/2017,1,1,12,4,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1549,MCL,6/28/2017,1,1,13,5,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1550,MCL,6/28/2017,1,1,14,6,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1551,MCL,6/28/2017,1,1,15,7,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1552,MCL,6/28/2017,1,1,16,8,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1553,MCL,6/28/2017,1,1,1,1,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1554,MCL,6/28/2017,1,1,2,2,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1555,MCL,6/28/2017,1,1,3,3,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1556,MCL,6/28/2017,1,1,4,4,3,4,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1557,MCL,6/28/2017,1,1,5,5,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1558,MCL,6/28/2017,1,1,6,6,3,4,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1559,MCL,6/28/2017,1,1,7,7,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1560,MCL,6/28/2017,1,1,8,8,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1561,MCL,6/28/2017,1,1,9,1,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1562,MCL,6/28/2017,1,1,10,2,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1563,MCL,6/28/2017,1,1,11,3,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1564,MCL,6/28/2017,1,1,12,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1565,MCL,6/28/2017,1,1,13,5,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1566,MCL,6/28/2017,1,1,14,6,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1567,MCL,6/28/2017,1,1,15,7,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
