Site,Date,Block,Plot,Subplot,X,Y,AveFat,AirCar,BriMin,BroHor,BroDia,TaeCap,VulMyu,Bare,Gopher,TriWhite,MadGra,NavPub,TriPlate,ClaPur,LolMul,AnaArv,SilGal,TriHir,GalPar,
,,,,8,8,1,4,3,2,,,,,,,,,,,,,,,,,
,,,,9,1,2,6,3,1,,4,,,,,,,,,,,,,,,
,,,,10,2,2,5,4,2,1,2,,,,2,,,,,,,,,,,
,,,,11,3,2,5,4,2,,,,,,,,,,,,,,,,,
,,,,12,4,2,3,4,1,,,2,,1,2,,,,,,,,,,,
,,,,13,5,2,5,4,,,,,,,1,,,,,,,,,,,
,,,,14,6,2,4,4,2,,,,,,,,,,,,,,,,,
,,,,15,7,2,4,3,1,,1,,,,,,,,,,,,,,,
,,,,16,8,2,6,3,2,,,,1,,1,2,,,,,,,,,,
Site,Date,Block,Plot,Subplot,X,Y,HypGla,LupBic,GalPar,Gilia,WhiteBrush,VicVel,TriEri,TriFuc,MicCal,Acmispon,AirCar,Bare,Gopher,Trifolium,,,,,,
MCL,3/27/2017,3,2,1,1,3,6,3,1,,3,,,,,,1,,,,,,,,,
,,,,2,2,3,6,4,2,,,,,,,,,,,,,,,,,
,,,,3,3,3,5,4,2,,1,,,,1,1,1,,,,,,,,,
,,,,4,4,3,5,5,2,,2,2,,,2,,,,,,,,,,,
,,,,5,5,3,5,5,2,,2,,,,3,,,,,,,,,,,
,,,,6,6,3,3,4,1,1,1,2,,1,2,,,4,4,,,,,,,
,,,,7,7,3,5,4,1,2,1,,,,,2,1,,,,,,,,,
,,,,8,8,3,6,5,1,,1,,,,2,,,,,,,,,,,
,,,,9,1,4,6,4,2,,1,4,,,,,,,,,,,,,,
,,,,10,2,4,6,4,2,,2,,,,,,,,,,,,,,,
,,,,11,3,4,6,5,3,,3,,,,2,,,,,,,,,,,
,,,,12,4,4,5,4,1,,3,2,,,2,,,,,,,,,,,
,,,,13,5,4,4,5,1,,1,,,,3,,,,,,,,,,,
,,,,14,6,4,4,5,1,,,3,,,3,,,,,,,,,,,
,,,,15,7,4,,2,,,,,,,,,,,,7,,,,,,
,,,,16,8,4,5,4,1,,,,,,,1,,,,5,,,,,,
Site,Date,Block,Plot,Subplot,X,Y,Gilia,PinkBrush,TriFuc,LupBic,HypGla,VicVel,WhiteBrush,GalPar,TriEri,MicCal,AirCar,,,,,,,,,
MCL,3/27/2017,3,2,1,1,5,,,,5,6,,1,2,,,,,,,,,,,,
,,,,2,2,5,,,,5,6,,,2,,,,,,,,,,,,
,,,,3,3,5,,,,3,5,,3,1,2,,,,,,,,,,,
,,,,4,4,5,,,,3,4,3,3,1,,3,,,,,,,,,,
,,,,5,5,5,,,,4,5,,,,,3,,,,,,,,,,
,,,,6,6,5,,,,3,5,,1,3,,3,,,,,,,,,,
,,,,7,7,5,,,,2,2,3,,2,,,,,,,,,,,,
,,,,8,8,5,,,,3,4,2,,2,,,,,,,,,,,,
,,,,9,1,6,,,,3,5,,,1,,,,,,,,,,,,
,,,,10,2,6,,,,3,7,,,1,,2,,,,,,,,,,
,,,,11,3,6,,,,4,6,,,1,,1,,,,,,,,,,
,,,,12,4,6,,,,5,6,2,,1,,2,,,,,,,,,,
,,,,13,5,6,,,,5,5,3,,1,,4,,,,,,,,,,
,,,,14,6,6,,,,3,5,3,3,2,,2,,,,,,,,,,
,,,,15,7,6,,,,3,3,4,,1,,,,,,,,,,,,
,,,,16,8,6,,,,2,3,3,,1,,1,,,,,,,,,,
Site,Date,Block,Plot,Subplot,X,Y,Gilia,PinkBrush,TriFuc,LupBic,HypGla,VicVel,WhiteBrush,GalPar,TriEri,MicCal,Acmispon,Rock,LittleUnk,Bare,CarPac?,,,,,
MCL,3/27/2017,3,2,1,1,7,,,,3,5,,,1,,,,,,,,,,,,
,,,,2,2,7,,,,3,7,2,1,1,,2,,,,,,,,,,
,,,,3,3,7,,,,4,5,3,,1,,,,,,,,,,,,
,,,,4,4,7,,,,5,6,2,2,,,1,,,,,,,,,,
,,,,5,5,7,,,,5,6,2,2,2,,1,,,,,,,,,,
,,,,6,6,7,,,,6,4,3,,2,,1,,,,,,,,,,
,,,,7,7,7,,,,4,3,5,,2,,,1,,,,,,,,,
,,,,8,8,7,,,,2,2,6,,2,,,,3,,,,,,,,
,,,,9,1,8,,,,2,6,3,2,1,,,,,,,,,,,,
,,,,10,2,8,,,,3,6,2,,1,,,,,1,,,,,,,
,,,,11,3,8,,,,3,5,3,,,,,,,,,,,,,,
,,,,12,4,8,,,,3,5,3,1,2,,,,,,,,,,,,
,,,,13,5,8,,,,4,3,3,,2,,,,,,3,,,,,,
,,,,14,6,8,,,,4,4,5,,,,,,,,,,,,,,
,,,,15,7,8,,,,2,2,5,,1,,,,,,,,,,,,
,,,,16,8,8,,,,3,3,6,1,1,,,,,,,2,,,,,
Site,Date,Block,Plot,Subplot,X,Y,HypGla,LupBic,Galpar,TriFuc,CerGlo,MicCal,WhiteBrush,Bare,Gopher,VicVel,,,,,,,,,,
MCL,3/27/2017,4,1,1,1,1,5,3,,1,,,,,,,,,,,,,,,,
,,,,2,2,1,5,3,,,1,,,,,,,,,,,,,,,
,,,,3,3,1,4,,1,,,,,,,,,,,,,,,,,
,,,,4,4,1,3,,,,,,,,,,,,,,,,,,,
,,,,5,5,1,4,3,,,,4,,,,,,,,,,,,,,
,,,,6,6,1,5,2,,,,3,2,,,,,,,,,,,,,
,,,,7,7,1,5,2,2,1,,2,,2,2,,,,,,,,,,,
,,,,8,8,1,3,2,,,,,,,,,,,,,,,,,,
,,,,9,1,2,6,2,,,,,2,,,3,,,,,,,,,,
,,,,10,2,2,6,2,,,,,,,,,,,,,,,,,,
,,,,11,3,2,6,2,,,,,,,,,,,,,,,,,,
,,,,12,4,2,4,2,1,,,,,,,,,,,,,,,,,
,,,,13,5,2,3,3,,,,,1,,,,,,,,,,,,,
,,,,14,6,2,4,3,,,,,3,,,,,,,,,,,,,
,,,,15,7,2,4,1,,1,,,,,,,,,,,,,,,,
,,,,16,8,2,6,1,1,2,,1,2,,,,,,,,,,,,,
Site,Date,Block,Plot,Subplot,X,Y,HypGla,LupBic,Galpar,TriFuc,TriFuc,CerGlo,MicCal,WhiteBrush,Bare,Gopher,VicVel,TriEri,DelVar,AirCar,GerDis,LilUnk,TriWil,,,
MCL,3/27/2017,4,1,1,1,3,3,3,,,,,,,,,2,,,,,,,,,
,,,,2,2,3,7,3,,,,,,1,,,,2,,,,,,,,
,,,,3,3,3,6,2,,,,,1,,,,,,,,,,,,,
,,,,4,4,3,3,3,,,,,,,,,,,,,,,,,,
,,,,5,5,3,3,3,,,,,,1,,,,,,,,,,,,
,,,,6,6,3,3,2,,,,,,1,,,1,,,,,,,,,
,,,,7,7,3,3,3,1,,,,,,,,,,,,,,,,,
,,,,8,8,3,4,2,,2,,,,,,,,,,,,,,,,
,,,,9,1,4,5,3,,,,,,3,,,,,2,,,,,,,
,,,,10,2,4,6,3,,,,,2,2,,,,2,,1,1,,,,,
,,,,11,3,4,6,3,,,,,,3,,,,,,,,,,,,
,,,,12,4,4,6,3,,,,,4,2,,,,,,,,,,,,
,,,,13,5,4,5,3,,,,,,,,,,,,,,1,,,,
,,,,14,6,4,2,2,,,,,,,,,,,,,,,1,,,
,,,,15,7,4,3,2,,,,,,,,,,,,,,,,,,
,,,,16,8,4,5,3,,,,,,,,,,,,,,,,,,
Site,Date,Block,Plot,Subplot,X,Y,Gilia,PinkBrush,TriFuc,LupBic,HypGla,VicVel,WhiteBrush,GalPar,TriEri,MicCal,Acmispon,Rock,LittleUnk,Bare,GerDis,AirCar,DelVar,Gopher,,
MCL,3/27/2017,4,1,1,1,5,,,2,3,3,,,1,,3,,2,,3,,,,3,,
,,,,2,2,5,,,,3,5,,3,1,,2,,,,3,,,,3,,
,,,,3,3,5,,,,4,5,,1,1,,,,,,,,,,,,
,,,,4,4,5,,,,3,3,,,,,,,,,,,,,,,
,,,,5,5,5,,,,4,4,,,1,,1,,,,,,,,,,
,,,,6,6,5,,,,3,4,,,1,,,,,,,,,,,,
,,,,7,7,5,,,,2,6,,,,,,,,,,,1,,,,
,,,,8,8,5,,,,1,4,,,,,,,,,,,,,,,
,,,,9,1,6,,,,3,3,,3,1,,3,,,,,,,,,,
,,,,10,2,6,,,,3,3,,1,1,,3,,,,4,,,,4,,
,,,,11,3,6,,,,3,3,,,1,,3,,,,,,,,,,
,,,,12,4,6,,,,4,3,,,1,,,,,,,,,,,,
,,,,13,5,6,,,,3,3,,,1,,,,,,,,,,,,
,,,,14,6,6,,,,2,4,,,,,,,,,,,,,,,
,,,,15,7,6,,,,2,4,,,,,,,,,,,,,,,
,,,,16,8,6,,,,3,6,,,1,,,,,,,,,,,,
Site,Date,Block,Plot,Subplot,X,Y,Gilia,PinkBrush,TriFuc,LupBic,HypGla,VicVel,WhiteBrush,GalPar,TriEri,MicCal,Acmispon,Rock,LittleUnk,Bare,GerDis,AirCar,DelVar,Gopher,,
MCL,3/28/2017,4,1,1,1,7,,,,3,2,,,,,,,,,,,,,,,
,,,,2,2,7,,,,4,3,,,,,2,,,,,,,,,,
,,,,3,3,7,,,,4,3,,,,,,,,,3,,,,3,,
,,,,4,4,7,,,,4,3,,1,,,1,,,,,,,,,,
,,,,5,5,7,,,,5,5,,,1,,2,,,,,,,,,,
,,,,6,6,7,,,,2,5,,2,1,,,,,,,,,,,,
,,,,7,7,7,,,,2,4,,,,,1,,,,,,,,,,
,,,,8,8,7,,,,2,5,,,,,,,,,,,,,,,
,,,,9,1,8,,,,3,3,,,,,1,,,,,,,,,,
,,,,10,2,8,,,,4,3,,,1,,,,,,,,,,,,
,,,,11,3,8,,,,4,3,,,,,,,,,,,,,,,
,,,,12,4,8,,,,6,5,,,1,,2,,,,,,,,,,
,,,,13,5,8,,,,3,4,,,,,3,,2,,2,,,,,,
,,,,14,6,8,,,,3,5,,,1,,1,,,,,,,,,,
,,,,15,7,8,,,,2,6,,,1,,2,,,,,,,,,,
,,,,16,8,8,,,,2,5,,,,,2,,,,,,,,,,
Site,Date,Block,Plot,Subplot,X,Y,HypGla,LupBic,Galpar,MicCal,TriFuc,Bare,Gopher,CerGlo,WhiteBrush,,,,,,,,,,,
MCL,3/28/2017,4,2,1,1,1,4,2,,,2,,,,,,,,,,,,,,,
,,,,2,2,1,6,3,,,2,,,,,,,,,,,,,,,
,,,,3,3,1,5,2,,,,3,3,1,,,,,,,,,,,,
,,,,4,4,1,6,3,1,,,,,1,,,,,,,,,,,,
,,,,5,5,1,6,4,,,,,,,,,,,,,,,,,,
,,,,6,6,1,5,3,1,,,,,,,,,,,,,,,,,
,,,,7,7,1,5,4,,,,,,,,,,,,,,,,,,
,,,,8,8,1,5,4,,,2,,,,1,,,,,,,,,,,
,,,,9,1,2,6,3,,,1,,,,,,,,,,,,,,,
,,,,10,2,2,6,3,,,,,,,1,,,,,,,,,,,
,,,,11,3,2,6,3,,,,2,2,,2,,,,,,,,,,,
,,,,12,4,2,6,3,,,,,,,,,,,,,,,,,,
,,,,13,5,2,6,3,,,,,,,,,,,,,,,,,,
,,,,14,6,2,6,3,,,,,,,,,,,,,,,,,,
,,,,15,7,2,5,3,,,,,,,,,,,,,,,,,,
,,,,16,8,2,6,3,,,,,,,2,,,,,,,,,,,
Site,Date,Block,Plot,Subplot,X,Y,HypGla,LupBic,GalPar,MicCal,TriFuc,CerGlo,WhiteBrush,Bare,Gopher,VicVel,AirCar,TriEri,,,,,,,,
MCL,3/28/2017,4,2,1,1,3,6,2,,,,,,,,,,,,,,,,,,
,,,,2,2,3,6,2,1,,,,1,2,2,,,,,,,,,,,
,,,,3,3,3,5,2,,,2,,2,,,2,,,,,,,,,,
,,,,4,4,3,5,3,,,,,,3,3,,,,,,,,,,,
,,,,5,5,3,6,3,,,,,,,,,,,,,,,,,,
,,,,6,6,3,5,4,,2,,,,,,,,,,,,,,,,
,,,,7,7,3,4,3,1,2,,,1,,,,,,,,,,,,,
,,,,8,8,3,6,3,,3,,,2,,,,,,,,,,,,,
,,,,9,1,4,5,4,,2,2,,,,,,2,,,,,,,,,
,,,,10,2,4,5,4,,2,,,1,,,,,,,,,,,,,
,,,,11,3,4,5,4,1,3,,,,3,3,,,,,,,,,,,
,,,,12,4,4,5,4,,2,,,1,,,,,,,,,,,,,
,,,,13,5,4,5,3,,,,,1,,,,1,,,,,,,,,
,,,,14,6,4,6,4,,,,,,,,,,,,,,,,,,
,,,,15,7,4,4,3,,1,,,,,,,,,,,,,,,,
,,,,16,8,4,4,2,,,,,,,,,,2,,,,,,,,
Site,Date,Block,Plot,Subplot,X,Y,Gilia,Paintbursh,TriFuc,LupBic,HypGla,VicVel,Whitebrush,GalPar,TriEri,MicCal,Acmispon,Rock,LittleUnk,Bare,GerDis,CerGlo,TriRef,CarPac,,
MCL,3/28/2017,4,2,1,1,5,,,,3,3,,2,,,2,,,,,,,,,,
,,,,2,2,5,,,,,6,,,,1,1,,,,,2,,,,,
,,,,3,3,5,,,,2,6,,,,,,,,,,,,,,,
,,,,4,4,5,,,,3,6,,,,,,,,,,,,,,,
,,,,5,5,5,,,,2,5,,,,,,,,,,,,,,,
,,,,6,6,5,,,,2,5,,,1,,,,,,,,,,,,
,,,,7,7,5,,,1,2,3,,,1,,,,,,,,,,,,
,,,,8,8,5,,,1,2,5,,,1,,1,,,,,,1,,,,
,,,,9,1,6,,,1,2,4,,1,,2,,,,,,,,,,,
,,,,10,2,6,,,,2,5,,1,,2,,,,,,,,1,,,
,,,,11,3,6,,,3,2,5,,,,,,,,,,,,,,,
,,,,12,4,6,,,,2,6,,,1,,,,,,,,,,,,
,,,,13,5,6,,,,3,4,,,,,,,,,,,,,,,
,,,,14,6,6,,,,4,4,,,,,,,,,,,,,,,
,,,,15,7,6,,,,2,2,,,,,,,,,,,,,,,
,,,,16,8,6,,,,3,2,,,,,,,,,,,,,1,,
Site,Date,Block,Plot,Subplot,X,Y,Gilia,PinkBrush,TriFuc,LupBic,HypGla,VicVel,WhiteBrush,Galpar,TriEri,MicCal,Acmispon,Rock,LittleUnk,Bare,GerDis,AirCar,DelVar,,,
MCL,3/28/2017,4,2,1,1,7,,,1,,6,,,,,1,,,,,,,,,,
,,,,2,2,7,,,4,1,3,,,,,1,,,,,,,,,,
,,,,3,3,7,,,2,2,4,,1,,,2,,,,,1,,,,,
,,,,4,4,7,,,,3,6,,1,,,,,,,,,1,,,,
,,,,5,5,7,,,,4,6,,1,,,,,,,,,,,,,
,,,,6,6,7,,,,3,6,,1,,,,,,,,,,,,,
,,,,7,7,7,,,,2,6,,,1,,,,,,,,,,,,
,,,,8,8,7,,,,3,1,,,,,,,,,,,,,,,
,,,,9,1,8,,,,1,6,,1,,,,,,,,,,,,,
,,,,10,2,8,,,1,3,3,,,,,3,,,,,,,3,,,
,,,,11,3,8,,,,3,4,,2,,,3,,,,,,,2,,,
,,,,12,4,8,,,,3,6,,,,,,,,,,1,,,,,
,,,,13,5,8,,,,3,6,,3,,,,,,,,,,,,,
,,,,14,6,8,,,,2,6,,1,1,,3,,,,,,,,,,
,,,,15,7,8,,,,2,4,,,1,,,,,,,,,,,,
,,,,16,8,8,,,,2,2,,,,,,,,,2,,,,,,
Site,Date,Block,Plot,Subplot,X,Y,HolVir,ClaPur,,,,,,,,,,,,,,,,,,
MCL,6/28/2017,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,
,,,,2,2,1,1,,,,,,,,,,,,,,,,,,,
,,,,3,3,1,,,,,,,,,,,,,,,,,,,,
,,,,4,4,1,,,,,,,,,,,,,,,,,,,,
,,,,5,5,1,,,,,,,,,,,,,,,,,,,,
,,,,6,6,1,1,,,,,,,,,,,,,,,,,,,
,,,,7,7,1,1,,,,,,,,,,,,,,,,,,,
,,,,8,8,1,,,,,,,,,,,,,,,,,,,,
,,,,9,1,2,,,,,,,,,,,,,,,,,,,,
,,,,10,2,2,1,,,,,,,,,,,,,,,,,,,
,,,,11,3,2,3,,,,,,,,,,,,,,,,,,,
,,,,12,4,2,2,,,,,,,,,,,,,,,,,,,
,,,,13,5,2,1,,,,,,,,,,,,,,,,,,,
,,,,14,6,2,,,,,,,,,,,,,,,,,,,,
,,,,15,7,2,2,,,,,,,,,,,,,,,,,,,
,,,,16,8,2,2,,,,,,,,,,,,,,,,,,,
Site,Date,Block,Plot,Subplot,X,Y,HolVir,ClaPur,CroSet,TriBlue,,,,,,,,,,,,,,,,
MCL,6/28/2017,1,1,1,1,3,,,,,,,,,,,,,,,,,,,,
,,,,2,2,3,,,,,,,,,,,,,,,,,,,,
,,,,3,3,3,2,,,,,,,,,,,,,,,,,,,
,,,,4,4,3,,,1,1,,,,,,,,,,,,,,,,
,,,,5,5,3,,,,,,,,,,,,,,,,,,,,
,,,,6,6,3,2,1,,,,,,,,,,,,,,,,,,
,,,,7,7,3,,,,,,,,,,,,,,,,,,,,
,,,,8,8,3,2,,,,,,,,,,,,,,,,,,,
,,,,9,1,4,1,,,,,,,,,,,,,,,,,,,
,,,,10,2,4,2,,,,,,,,,,,,,,,,,,,
,,,,11,3,4,,,,,,,,,,,,,,,,,,,,
,,,,12,4,4,2,,,,,,,,,,,,,,,,,,,
,,,,13,5,4,3,,,,,,,,,,,,,,,,,,,
,,,,14,6,4,2,,,,,,,,,,,,,,,,,,,
,,,,15,7,4,2,,,,,,,,,,,,,,,,,,,
,,,,16,8,4,2,,,,,,,,,,,,,,,,,,,
Site,Date,Block,Plot,Subplot,X,Y,HolVir,ClaPur,,,,,,,,,,,,,,,,,,
MCL,6/28/2017,1,1,1,1,5,2,,,,,,,,,,,,,,,,,,,
,,,,2,2,5,1,,,,,,,,,,,,,,,,,,,
,,,,3,3,5,2,,,,,,,,,,,,,,,,,,,
,,,,4,4,5,0,,,,,,,,,,,,,,,,,,,
,,,,5,5,5,1,,,,,,,,,,,,,,,,,,,
,,,,6,6,5,2,,,,,,,,,,,,,,,,,,,
,,,,7,7,5,2,,,,,,,,,,,,,,,,,,,
,,,,8,8,5,2,,,,,,,,,,,,,,,,,,,
,,,,9,1,6,,,,,,,,,,,,,,,,,,,,
,,,,10,2,6,2,,,,,,,,,,,,,,,,,,,
,,,,11,3,6,,,,,,,,,,,,,,,,,,,,
,,,,12,4,6,1,,,,,,,,,,,,,,,,,,,
,,,,13,5,6,2,,,,,,,,,,,,,,,,,,,
,,,,14,6,6,1,,,,,,,,,,,,,,,,,,,
,,,,15,7,6,3,,,,,,,,,,,,,,,,,,,
,,,,16,8,6,2,,,,,,,,,,,,,,,,,,,
Site,Date,Block,Plot,Subplot,X,Y,HolVir,ClaPur,,,,,,,,,,,,,,,,,,
MCL,6/28/2017,1,1,1,1,7,2,,,,,,,,,,,,,,,,,,,
,,,,2,2,7,2,,,,,,,,,,,,,,,,,,,
,,,,3,3,7,,,,,,,,,,,,,,,,,,,,
,,,,4,4,7,,,,,,,,,,,,,,,,,,,,
,,,,5,5,7,1,,,,,,,,,,,,,,,,,,,
,,,,6,6,7,2,,,,,,,,,,,,,,,,,,,
,,,,7,7,7,3,,,,,,,,,,,,,,,,,,,
,,,,8,8,7,3,,,,,,,,,,,,,,,,,,,
,,,,9,1,8,1,,,,,,,,,,,,,,,,,,,
,,,,10,2,8,,,,,,,,,,,,,,,,,,,,
,,,,11,3,8,,,,,,,,,,,,,,,,,,,,
,,,,12,4,8,,,,,,,,,,,,,,,,,,,,
,,,,13,5,8,1,,,,,,,,,,,,,,,,,,,
,,,,14,6,8,2,,,,,,,,,,,,,,,,,,,
,,,,15,7,8,2,,,,,,,,,,,,,,,,,,,
,,,,16,8,8,2,,,,,,,,,,,,,,,,,,,
Site,Date,Block,Plot,Subplot,X,Y,HolVir,ClaPur,,,,,,,,,,,,,,,,,,
MCL,6/28/2017,1,2,1,1,1,2,,,,,,,,,,,,,,,,,,,
,,,,2,2,1,3,,,,,,,,,,,,,,,,,,,
,,,,3,3,1,1,,,,,,,,,,,,,,,,,,,
,,,,4,4,1,2,,,,,,,,,,,,,,,,,,,
,,,,5,5,1,2,,,,,,,,,,,,,,,,,,,
,,,,6,6,1,1,,,,,,,,,,,,,,,,,,,
,,,,7,7,1,3,,,,,,,,,,,,,,,,,,,
,,,,8,8,1,4,,,,,,,,,,,,,,,,,,,
,,,,9,1,2,3,,,,,,,,,,,,,,,,,,,
,,,,10,2,2,4,,,,,,,,,,,,,,,,,,,
,,,,11,3,2,2,,,,,,,,,,,,,,,,,,,
,,,,12,4,2,3,1,,,,,,,,,,,,,,,,,,
,,,,13,5,2,2,,,,,,,,,,,,,,,,,,,
,,,,14,6,2,1,,,,,,,,,,,,,,,,,,,
,,,,15,7,2,1,,,,,,,,,,,,,,,,,,,
,,,,16,8,2,3,,,,,,,,,,,,,,,,,,,
Site,Date,Block,Plot,Subplot,X,Y,HolVir,ClaPur,,,,,,,,,,,,,,,,,,
MCL,6/28/2017,1,2,1,1,3,1,,,,,,,,,,,,,,,,,,,
,,,,2,2,3,1,,,,,,,,,,,,,,,,,,,
,,,,3,3,3,0,,,,,,,,,,,,,,,,,,,
,,,,4,4,3,3,,,,,,,,,,,,,,,,,,,
,,,,5,5,3,2,,,,,,,,,,,,,,,,,,,
,,,,6,6,3,2,,,,,,,,,,,,,,,,,,,
,,,,7,7,3,3,,,,,,,,,,,,,,,,,,,
,,,,8,8,3,3,,,,,,,,,,,,,,,,,,,
,,,,9,1,4,1,,,,,,,,,,,,,,,,,,,
,,,,10,2,4,1,,,,,,,,,,,,,,,,,,,
,,,,11,3,4,2,,,,,,,,,,,,,,,,,,,
,,,,12,4,4,0,,,,,,,,,,,,,,,,,,,
,,,,13,5,4,2,,,,,,,,,,,,,,,,,,,
,,,,14,6,4,1,,,,,,,,,,,,,,,,,,,
,,,,15,7,4,2,,,,,,,,,,,,,,,,,,,
,,,,16,8,4,4,,,,,,,,,,,,,,,,,,,
Site,Date,Block,Plot,Subplot,X,Y,HolVir,ClaPur,,,,,,,,,,,,,,,,,,
MCL,6/28/2017,1,2,1,1,5,1,,,,,,,,,,,,,,,,,,,
,,,,2,2,5,,,,,,,,,,,,,,,,,,,,
,,,,3,3,5,,,,,,,,,,,,,,,,,,,,
,,,,4,4,5,,,,,,,,,,,,,,,,,,,,
,,,,5,5,5,1,,,,,,,,,,,,,,,,,,,
,,,,6,6,5,2,,,,,,,,,,,,,,,,,,,
,,,,7,7,5,3,,,,,,,,,,,,,,,,,,,
,,,,8,8,5,3,,,,,,,,,,,,,,,,,,,
,,,,9,1,6,2,,,,,,,,,,,,,,,,,,,
,,,,10,2,6,2,,,,,,,,,,,,,,,,,,,
,,,,11,3,6,,,,,,,,,,,,,,,,,,,,
,,,,12,4,6,1,,,,,,,,,,,,,,,,,,,
,,,,13,5,6,3,,,,,,,,,,,,,,,,,,,
,,,,14,6,6,3,,,,,,,,,,,,,,,,,,,
,,,,15,7,6,3,,,,,,,,,,,,,,,,,,,
,,,,16,8,6,3,,,,,,,,,,,,,,,,,,,
Site,Date,Block,Plot,Subplot,X,Y,HolVir,ClaPur,CroSet,,,,,,,,,,,,,,,,,
MCL,6/28/2017,1,2,1,1,7,,,,,,,,,,,,,,,,,,,,
,,,,2,2,7,2,,,,,,,,,,,,,,,,,,,
,,,,3,3,7,3,,,,,,,,,,,,,,,,,,,
,,,,4,4,7,3,,,,,,,,,,,,,,,,,,,
,,,,5,5,7,3,,,,,,,,,,,,,,,,,,,
,,,,6,6,7,3,,,,,,,,,,,,,,,,,,,
,,,,7,7,7,3,,,,,,,,,,,,,,,,,,,
,,,,8,8,7,3,,,,,,,,,,,,,,,,,,,
,,,,9,1,8,,,,,,,,,,,,,,,,,,,,
,,,,10,2,8,2,,,,,,,,,,,,,,,,,,,
,,,,11,3,8,2,,,,,,,,,,,,,,,,,,,
,,,,12,4,8,3,,1,,,,,,,,,,,,,,,,,
,,,,13,5,8,3,,,,,,,,,,,,,,,,,,,
,,,,14,6,8,2,,,,,,,,,,,,,,,,,,,
,,,,15,7,8,2,,,,,,,,,,,,,,,,,,,
,,,,16,8,8,2,,,,,,,,,,,,,,,,,,,
Site,Date,Block,Plot,Subplot,X,Y,HolVir,,,,,,,,,,,,,,,,,,,
MCL,6/28/2017,2,1,1,1,1,4,,,,,,,,,,,,,,,,,,,
,,,,2,2,1,4,,,,,,,,,,,,,,,,,,,
,,,,3,3,1,4,,,,,,,,,,,,,,,,,,,
,,,,4,4,1,4,,,,,,,,,,,,,,,,,,,
,,,,5,5,1,3,,,,,,,,,,,,,,,,,,,
,,,,6,6,1,3,,,,,,,,,,,,,,,,,,,
,,,,7,7,1,4,,,,,,,,,,,,,,,,,,,
,,,,8,8,1,3,,,,,,,,,,,,,,,,,,,
,,,,9,1,2,4,,,,,,,,,,,,,,,,,,,
,,,,10,2,2,4,,,,,,,,,,,,,,,,,,,
,,,,11,3,2,4,,,,,,,,,,,,,,,,,,,
,,,,12,4,2,4,,,,,,,,,,,,,,,,,,,
,,,,13,5,2,4,,,,,,,,,,,,,,,,,,,
,,,,14,6,2,2,,,,,,,,,,,,,,,,,,,
,,,,15,7,2,3,,,,,,,,,,,,,,,,,,,
,,,,16,8,2,4,,,,,,,,,,,,,,,,,,,
Site,Date,Block,Plot,Subplot,X,Y,HolVir,CroSet,,,,,,,,,,,,,,,,,,
MCL,6/28/2017,2,1,1,1,3,4,,,,,,,,,,,,,,,,,,,
,,,,2,2,3,4,,,,,,,,,,,,,,,,,,,
,,,,3,3,3,3,,,,,,,,,,,,,,,,,,,
,,,,4,4,3,3,,,,,,,,,,,,,,,,,,,
,,,,5,5,3,4,,,,,,,,,,,,,,,,,,,
,,,,6,6,3,4,,,,,,,,,,,,,,,,,,,
,,,,7,7,3,4,,,,,,,,,,,,,,,,,,,
,,,,8,8,3,3,,,,,,,,,,,,,,,,,,,
,,,,9,1,4,4,,,,,,,,,,,,,,,,,,,
,,,,10,2,4,4,,,,,,,,,,,,,,,,,,,
,,,,11,3,4,3,,,,,,,,,,,,,,,,,,,
,,,,12,4,4,2,,,,,,,,,,,,,,,,,,,
,,,,13,5,4,4,,,,,,,,,,,,,,,,,,,
,,,,14,6,4,3,,,,,,,,,,,,,,,,,,,
,,,,15,7,4,2,1,,,,,,,,,,,,,,,,,,
,,,,16,8,4,4,,,,,,,,,,,,,,,,,,,
Site,Date,Block,Plot,Subplot,X,Y,HolVir,CroSet,,,,,,,,,,,,,,,,,,
MCL,6/28/2017,2,1,1,1,5,3,,,,,,,,,,,,,,,,,,,
,,,,2,2,5,2,,,,,,,,,,,,,,,,,,,
,,,,3,3,5,3,,,,,,,,,,,,,,,,,,,
,,,,4,4,5,3,,,,,,,,,,,,,,,,,,,
,,,,5,5,5,1,,,,,,,,,,,,,,,,,,,
,,,,6,6,5,3,,,,,,,,,,,,,,,,,,,
,,,,7,7,5,2,,,,,,,,,,,,,,,,,,,
,,,,8,8,5,4,,,,,,,,,,,,,,,,,,,
,,,,9,1,6,2,,,,,,,,,,,,,,,,,,,
,,,,10,2,6,3,,,,,,,,,,,,,,,,,,,
,,,,11,3,6,4,,,,,,,,,,,,,,,,,,,
,,,,12,4,6,4,,,,,,,,,,,,,,,,,,,
,,,,13,5,6,3,,,,,,,,,,,,,,,,,,,
,,,,14,6,6,3,,,,,,,,,,,,,,,,,,,
,,,,15,7,6,3,1,,,,,,,,,,,,,,,,,,
,,,,16,8,6,4,,,,,,,,,,,,,,,,,,,
Site,Date,Block,Plot,Subplot,X,Y,HolVir,CroSet,,,,,,,,,,,,,,,,,,
MCL,6/28/2017,2,1,1,1,7,2,,,,,,,,,,,,,,,,,,,
,,,,2,2,7,3,,,,,,,,,,,,,,,,,,,
,,,,3,3,7,3,,,,,,,,,,,,,,,,,,,
,,,,4,4,7,4,,,,,,,,,,,,,,,,,,,
